! .
& CC-TL
trailed VBD
trailing VBG
train NN
trained VBD
training NN
training VBG
trains NNS
traipsing VBG
tramp NN
tranquil JJ
tranquility NN
tranquilizers NNS
transact VB
transcending VBG
transcript NN
transferred VBD
transfers NNS
transient JJ
translate VB
translated VBD
translated VBN
translation NN
transparent JJ
transports NNS
trapped VBN
trash NN
travel VB
traveled VBD
traveling VBG
traversed VBD
tray NN
trays NNS
treasurer NN
treat VB
treated VBD
treatment NN
tree NN
trees NNS
tremble VB
trembled VBD
trembling VBG
tremendous JJ
trestles NNS
triangular JJ
tribal JJ
tribute NN
tricks NNS
tried VBD
tried VBN
trifle NN
triggered VBN
trim NN
trimmed VBN
trip NN
triplets NNS
trippin' VBG
tripping VBG
trips NNS
triumph NN
triumphant JJ
triumphantly RB
trivial JJ
trouble NN
troubled VBD
troubled VBN
trousers NNS
truck NN
trucker NN
trudged VBD
true JJ
truly QL
truly RB
trunks NNS
trust NN
trusted VBN
truth NN
truthfully RB
try VB
trying VBG
tubular JJ
tulip NN
tune NN
tunnel NN
tunneled VBD
turmoil NN
turn NN
turn VB
turnaround NN
turned VBD
turned VBN
turning VBG
turtle-neck NN
tweed NN
tweedy JJ
tweezed VBN
twelve CD
twelve-hour JJ
twenty CD
twenty-five CD
twenty-one CD
twenty-six CD
twenty-three CD
twice RB
twin NN
twinkle NN
twinkling VBG
twist NN
twisted VBD
twisted VBN
twisting VBG
twitch NN
two CD
two-burner JJ
two-colored JJ
two-story JJ
type NN
type VB
typewriter NN
typing VBG
tyranny NN
udon FW-NN
ugliness NN
ugly JJ
uhhu UH
ultimate JJ
umbrella NN
unable JJ
unaffected JJ
unalloyed JJ
unamused JJ
unaware JJ
unawareness NN
unbearable JJ
unbelievable JJ
unbelievably RB
unbent VBN
uncanny JJ
uncertain JJ
uncertainly RB
unchanged JJ
unclasping VBG
uncle NN
uncle's NN$
unclean JJ
uncoiling VBG
uncolored JJ
uncomfortable JJ
uncomfortably RB
unconcerned JJ
unconditional JJ
unconsciously RB
uncovered VBN
under IN
underclothes NNS
underestimate VB
undergo VB
undergone VBN
underneath IN
underside NN
understand VB
understanding NN
understanding VBG
understands VBZ
understood VBD
understood VBN
underwear NN
underwrite VB
undo VB
undoing NN
undressed VBD
undressing VBG
undulated VBD
undying JJ
une FW-AT
unease NN
unemployment NN
unenthusiastic JJ
unfair JJ
unfalteringly RB
unfamiliar JJ
unfavorable JJ
unfortunate JJ
unfrosted JJ
unglued JJ
unhappily RB
unhappiness NN
unhappy JJ
unhesitant JJ
unhurried JJ
uniform NN
uniforms NNS
unimportant JJ
unimpressed JJ
union NN
unique JJ
unison NN
units NNS
unity NN
universal JJ
unlaced VBD
unloading VBG
unlocked VBD
unlocked VBN
unmarried JJ
unnaturally RB
unnnt UH
unpleasant JJ
unquenched JJ
unquestionably RB
unreliable JJ
unruly JJ
unscrupulous JJ
unsealed VBN
unsee VB
unsheathing VBG
unsteady JJ
unthinkable JJ
until CS
until IN
untouched JJ
untruth NN
unusual JJ
unusually RB
unuttered JJ
unventilated JJ
unwilling JJ
unwillingness NN
unyielding JJ
up IN
up RP
upbringing NN
upkeep NN
upon IN
upper JJ
upright JJ
upright NN
upright RB
uproar NN
upset VBN
upsets VBZ
upshot NN
upstairs JJ
upstairs RB
uptown RB
upturned JJ
upward RB
urge NN
urgency NN
urgent JJ
us PPO
use NN
use VB
used VBD
used VBN
useless JJ
uselessness NN
using VBG
usual JJ
usually RB
utterly RB
uttermost NN
vacant JJ
vacation NN
vacuum NN
vaginal NN
vague JJ
vaguely RB
valiant JJ
value NN
value VB
values NNS
vampires NNS
vanish VB
vanished VBD
vanished VBN
vanity NN
varicolored JJ
varied VBN
variegated VBN
variety NN
various JJ
vast JJ
vegetable NN
vegetables NNS
vehicles NNS
veining VBG
veins NNS
vendor NN
venom NN
vent VB
ventured VBD
veranda NN
verge NN
version NN
vertebrae NNS
very AP
very QL
vessels NNS
vest NN
vestments NNS
veterinarian NN
vibrant JJ
vice NN
vices NNS
vicissitudes NNS
victims NNS
victory NN
view NN
viewed VBN
vigilance NN
village NN
villainous JJ
villains NNS
vines NNS
violence NN
violent JJ
violently RB
virile JJ
virility NN
virtue NN
virtuoso NN
virus NN
vise NN
visibly RB
vision NN
visit NN
visit VB
visited VBD
visited VBN
visiting VBG
visitors NNS
vital JJ
vitamin NN
vitamin-and-iron NN
vitamins NNS
vivid JJ
voice NN
voiceless JJ
voices NNS
void NN
volume NN
volumes NNS
vulnerable JJ
wadded VBD
wager VB
wagons NNS
wait VB
waited VBD
waiter NN
waiting VBG
waitresses NNS
wake VB
waking VBG
walk NN
walk VB
walked VBD
walked VBN
walking VBG
wall NN
wallow VB
wallpaper NN
walls NNS
wand NN
wandered VBD
wandering VBG
waned VBD
waned VBN
want NN
want VB
wanted VBD
wanted VBN
wanting VBG
wants VBZ
war NN
ward NN
wardroom NN
warm JJ
warmed VBD
warmed VBN
warming VBG
warmish JJ
warmth NN
warn VB
warning VBG
wars NNS
warships NNS
warty JJ
was BEDZ
washer NN
washing NN
washing VBG
wasn't BEDZ*
waspishly RB
waste NN
waste VB
wastes NNS
watch VB
watched VBD
watched VBN
watching VBG
water NN
water's NN$
waters NNS
wave NN
wave VB
waves NNS
waving VBG
wax NN
waxed VBD
way NN
ways NNS
we PPSS
we'd PPSS+HVD
we'd PPSS+MD
we'll PPSS+MD
we're PPSS+BER
weak JJ
weaken VB
weakening NN
weakness NN
wealthy JJ
weapon NN
wear VB
wearied VBD
wearily RB
wearing VBG
wears VBZ
wearying VBG
weather NN
weather-royal JJ
weatherproof JJ
wedded VBN
wedding NN
wedged VBN
week NN
weekend NN
weeks NNS
weighed VBN
weight NN
weird JJ
welcome JJ
well JJ
well NN
well RB
well UH
well's RB+CS
well-bred JJ
well-dressed JJ
well-fed JJ
well-organized JJ
well-trained JJ
well-worn JJ
wells NNS
went VBD
wept VBD
were BED
weren't BED*
west NR
wet JJ
wet VB
wet VBN
wetness NN
what WDT
what's WDT+BEZ
what's-his-name NN
what-nots NNS
whatever WDT
whatsoever WPS
wheel NN
wheeled VBD
wheels NNS
when WRB
whenever WRB
where WRB
whereby WRB
wherever WRB
whether CS
which WDT
whichever-the-hell WDT
while CS
while NN
whimpering VBG
whine NN
whine VB
whip NN
whip's NN$
whipped VBD
whirling NN
whirling VBG
whiskered JJ
whiskers NNS
whiskey NN
whisky NN
whisper VB
whispered VBD
whispering VBG
whisperings NNS
whistled VBD
white JJ
white-columned JJ
white-topped JJ
whitehaired JJ
whitened VBD
whitens VBZ
whitewashed VBN
who WPS
who'd WPS+HVD
whoever WPS
whole JJ
whole NN
whom WPO
whose WP$
why WRB
wicked JJ
wickedness NN
wicker NN
wide JJ
wide RB
widened VBD
widened VBN
wider JJR
widow NN
wife NN
wife's NN$
wiggled VBD
wild JJ
wild-eyed JJ
wilderness NN
wildly RB
wildness NN
will MD
will NN
will VB
willed VBD
william NN
willing JJ
willowy JJ
win VB
wind NN
window NN
windows NNS
winds VBZ
wine NN
wings NNS
winking VBG
winter NN
wipe VB
wiped VBN
wire NN
wire-haired JJ
wisdom NN
wise JJ
wisecracked VBD
wiser JJR
wish NN
wish VB
wished VBD
wishes NNS
wishful JJ
wishing VBG
witches NNS
with IN
withdrew VBD
withered VBN
within IN
without IN
witnesses NNS
witty JJ
wobble VB
woe NN
woke VBD
wolf NN
wolves NNS
woman NN
woman's NN$
womanly JJ
women NNS
women's NNS$
won VBN
won't MD*
wonder NN
wonder VB
wondered VBD
wonderful JJ
wonderfully RB
wondering VBG
wonders NNS
wondrous JJ
woo VB
wood NN
wooden JJ
woods NNS
woolly JJ
wop VB
wops VBZ
word NN
words NNS
wore VBD
work NN
work VB
workable JJ
worked VBD
working VBG
workmen NNS
works NNS
works VBZ
world NN
worlds NNS
worn VBN
worried VBN
worries NNS
worries VBZ
worrisome JJ
worry NN
worry VB
worrying VBG
worse JJR
worship NN
worship VB
worst JJT
worth JJ
worthless JJ
would MD
wouldn't MD*
wound VBD
wrapped VBD
wrapped VBN
wrapper NN
wrapping NN
wrapping VBG
wreck NN
wrenched VBD
wrenches NNS
wretched JJ
wrinkled VBD
wrinkled VBN
wristwatch NN
write VB
written VBN
wrong JJ
wrong RB
wrote VBD
wrought VBD
wryly RB
yachts NNS
yanking VBG
yard NN
yawn NN
yeah RB
year NN
year's NN$
yearned VBN
years NNS
yell VB
yelled VBD
yellow JJ
yellowed VBN
yes RB
yesterday NR
yet RB
yielded VBD
yielding-Mediterranian-woman- NN
yodeling VBG
yokel NN
yori FW-NNS
you PPO
you PPSS
you'd PPSS+HVD
you'd PPSS+MD
you'll PPSS+MD
you're PPSS+BER
you've PPSS+HV
young JJ
younger JJR
youngest JJT
youngster NN
your PP$
yours PP$$
yourself PPL
youth NN
zero NN
zest NN
zip VB
zoooop UH
