Thirty-three CD-HL
did DOD
not *
spill VB
over RP
with IN
hatred NN
for IN
the AT
enemy NN
. .
He PPS
hadn't HVD*
even RB
seen VBN
him PPO
yet RB
Pressing VBG
his PP$
cigarette NN
out RP
in IN
the AT
earth NN
, ,
Warren NP
walked VBD
to IN
the AT
slit NN
and CC
scanned VBD
the AT
jagged JJ
hills NNS
. .
He PPS
saw VBD
no AT
life NN
, ,
but CC
still RB
stood VBD
there RB
for IN
a AT
time NN
peering VBG
at IN
the AT
unlovely JJ
hills NNS
, ,
his PP$
gaze NN
continually RB
returning VBG
to IN
Papa-san NP
. .
He PPS
had HVD
come VBN
here RB
in IN
order NN
to TO
test VB
himself PPL
. .
While CS
most AP
of IN
his PP$
beliefs NNS
were BED
still RB
unsettled VBN
, ,
he PPS
knew VBD
that CS
he PPS
did DOD
not *
believe VB
in IN
killing VBG
. .
Yet RB
, ,
he PPS
was BEDZ
here RB
. .
He PPS
had HVD
come VBN
because CS
he PPS
could MD
not *
live VB
out RP
his PP$
life NN
feeling VBG
that CS
he PPS
had HVD
been BEN
a AT
coward NN
. .
There EX
were BED
ten CD
men NNS
on IN
the AT
patrol NN
which WDT
Sergeant NN-TL
Prevot NP
led VBD
out RP
that DT
next AP
night NN
. .
The AT
beaming VBG
ROK NN
was BEDZ
carrying VBG
a AT
thirty-caliber JJ
machine NN
gun NN
; .
; .
another DT
man NN
lugged VBD
the AT
tripod NN
and CC
a AT
box NN
of IN
ammunition NN
. .
Warren NP
and CC
White JJ-TL
each DT
carried VBD
, ,
in IN
addition NN
to IN
their PP$
own JJ
weapons NNS
and CC
ammo NN
, ,
a AT
box NN
of IN
ammo NN
for IN
the AT
ROK's NP$
machine NN
gun NN
. .
Others NNS
carried VBD
extra JJ
clips NNS
for IN
the AT
Browning NP-TL
Automatic JJ-TL
Rifle NN-TL
, ,
which WDT
was BEDZ
in IN
the AT
hands NNS
of IN
a AT
little JJ
Mexican NP
named VBD
Martinez NP
. .
Prevot NP
had HVD
briefed VBN
the AT
two CD
new JJ
men NNS
that DT
afternoon NN
. .
`` ``
We PPSS
just RB
sit VB
quiet JJ
and CC
wait VB
'' ''
, ,
Prevot NP
had HVD
said VBN
. .
`` ``
Be BE
sure JJ
the AT
man NN
nearest IN
you PPO
is BEZ
awake JJ
. .
If CS
Joe NP
doesn't DOZ*
show VB
up RP
, ,
we'll PPSS+MD
all ABN
be BE
back RB
here RB
at IN
0600 CD
hours NNS
. .
Otherwise RB
, ,
we PPSS
hold VB
a AT
reception NN
. .
Then RB
we PPSS
pull VB
out RP
under IN
our PP$
mortar NN
and CC
artillery NN
cover NN
, ,
but CC
nobody PN
pulls VBZ
out RP
until CS
I PPSS
say VB
so RB
. .
Remember VB
what WDT
I PPSS
said VBD
about IN
going VBG
out RP
to TO
get VB
anybody PN
left VBN
behind RB
? .
? .
That DT
still RB
holds VBZ
. .
We PPSS
bring VB
back RB
all ABN
dead JJ
and CC
wounded VBN
'' ''
. .
At IN
2130 CD
hours NNS
they PPSS
had HVD
passed VBN
through IN
the AT
barbed VBN
wire NN
at IN
the AT
point NN
of IN
departure NN
. .
Then RB
began VBD
the AT
journey NN
through IN
their PP$
own JJ
mine NN
fields NNS
. .
Mines NNS
. .
Ours PP$$
were BED
kinder JJR
than CS
theirs PP$$
, ,
some DTI
said VBD
. .
They PPSS
set VBD
bouncing VBG
betties NNS
to TO
jump VB
and CC
explode VB
at IN
testicle NN
level NN
while CS
we PPSS
more QL
mercifully RB
had HVD
them PPO
go VB
off RP
at IN
the AT
head NN
. .
Mines NNS
. .
Big JJ
ones NNS
and CC
little JJ
. .
The AT
crude JJ
wooden JJ
boxes NNS
of IN
the AT
enemy NN
, ,
our PP$
nicely RB
turned VBN
gray JJ
metal NN
disks NNS
. .
But CC
theirs PP$$
defied VBD
the AT
detectors NNS
. .
Mines NNS
. .
A AT
foot NN
misplaced VBN
, ,
a AT
leg NN
missing VBG
. .
Mines NNS
. .
All ABN
sizes NNS
: :
big JJ
ones NNS
, ,
some DTI
wired VBN
to TO
set VB
off RP
a AT
whole JJ
field NN
, ,
little JJ
ones NNS
, ,
hand NN
grenade NN
size NN
. .
Booby JJ
traps NNS
to TO
fill VB
the AT
head NN
with IN
chunks NNS
of IN
metal NN
. .
Warren NP
tried VBD
to TO
shake VB
off RP
the AT
jumble NN
of IN
his PP$
fears NNS
by IN
looking VBG
at IN
the AT
sky NN
. .
It PPS
was BEDZ
dark JJ
. .
Prevot NP
had HVD
said VBN
that CS
the AT
searchlights NNS
would MD
be BE
bounced VBN
off IN
the AT
clouds NNS
at IN
2230 CD
hours NNS
, ,
`` ``
which WDT
gives VBZ
us PPO
time NN
to TO
get VB
settled VBN
in IN
position NN
'' ''
. .
Because CS
they PPSS
were BED
new JJ
men NNS
and CC
to TO
be BE
sure JJ
that CS
they PPSS
didn't DOD*
get VB
lost VBN
, ,
Prevot NP
had HVD
placed VBN
Warren NP
and CC
White NP
in IN
the AT
center NN
of IN
the AT
patrol NN
as CS
it PPS
filed VBD
out RP
. .
His PP$
eyes NNS
now RB
fixed VBN
on IN
White's NP$
solid JJ
figure NN
, ,
Warren NP
could MD
hear VB
behind IN
him PPO
the AT
tread NN
of IN
another DT
. .
He PPS
could MD
also RB
hear VB
the AT
stream NN
which WDT
he PPS
had HVD
seen VBN
from IN
his PP$
position NN
. .
They PPSS
were BED
going VBG
to TO
follow VB
it PPO
for IN
part NN
of IN
their PP$
journey NN
. .
`` ``
It's PPS+BEZ
safe JJ
'' ''
, ,
Prevot NP
had HVD
said VBN
, ,
`` ``
and CC
it PPS
provides VBZ
cover NN
for IN
our PP$
noise NN
'' ''
. .
Soon RB
they PPSS
were BED
picking VBG
their PP$
way NN
along IN
the AT
edge NN
of IN
the AT
stream NN
which WDT
glowed VBD
in IN
the AT
night NN
. .
On IN
their PP$
right NR
rose VBD
the AT
embankment NN
covered VBN
with IN
brush NN
and CC
trees NNS
. .
If CS
a AT
branch NN
extended VBD
out RP
too QL
far RB
, ,
each DT
man NN
held VBD
it PPO
back RB
for IN
the AT
next AP
, ,
and CC
if CS
they PPSS
met VBD
a AT
low JJ
overhang NN
, ,
each DT
warned VBD
the AT
other AP
. .
Thus RB
, ,
stealthily RB
they PPSS
advanced VBD
upstream RB
; .
; .
then RB
they PPSS
turned VBD
to IN
the AT
right NR
, ,
climbed VBD
the AT
embankment NN
, ,
and CC
walked VBD
into IN
the AT
valley NN
again RB
. .
There EX
was BEDZ
no AT
cover NN
here RB
, ,
only AP
grass NN
sighing VBG
against IN
pant-legs NNS
. .
And CC
with IN
each DT
sigh NN
, ,
like CS
a AT
whip NN
in IN
the AT
hand NN
of IN
an AT
expert NN
, ,
the AT
grass NN
stripped VBD
something PN
from IN
Warren NP
. .
The AT
gentle JJ
whir NN
of IN
each DT
footstep NN
left VBD
him PPO
more QL
naked JJ
than CS
before RB
, ,
until CS
he PPS
felt VBD
his PP$
unprotected JJ
flesh NN
tremble VB
, ,
chilled VBN
by IN
each DT
new JJ
sound NN
. .
The AT
shapes NNS
of IN
the AT
men NNS
ahead RB
of IN
him PPO
lacked VBN
solidity NN
, ,
as CS
if CS
the AT
whip NN
had HVD
stripped VBN
them PPO
of IN
their PP$
very AP
flesh NN
. .
The AT
dark JJ
forms NNS
moved VBD
like CS
mourners NNS
on IN
some DTI
nocturnal JJ
pilgrimage NN
, ,
their PP$
dirge NN
unsung JJ
for IN
want NN
of IN
vocal JJ
chords NNS
. .
The AT
warped VBN
, ,
broken VBN
trees NNS
in IN
the AT
valley NN
assumed VBD
wraith-like JJ
shapes NNS
. .
Clumps NNS
of IN
brush NN
that WPO
they PPSS
passed VBD
were BED
so QL
many AP
enchained VBN
demons NNS
straining VBG
in IN
anger NN
to TO
tear VB
and CC
gnaw VB
on IN
his PP$
bones NNS
. .
Looming VBG
over IN
all ABN
, ,
Papa-san NP
leered VBD
down RP
at IN
him PPO
, ,
threatening VBG
a AT
hundred CD
hidden VBN
malevolencies NNS
. .
Off RP
in IN
the AT
distance NN
a AT
searchlight NN
flashed VBD
on RP
, ,
its PP$
beam NN
slashing VBG
the AT
sky NN
. .
The AT
sharp JJ
ray NN
was BEDZ
absorbed VBN
by IN
a AT
cloud NN
, ,
then RB
reflected VBN
to IN
the AT
earth NN
in IN
a AT
softer JJR
, ,
diffused VBN
radiance NN
. .
Somewhere RB
over IN
there RB
another DT
patrol NN
had HVD
need NN
of IN
light NN
. .
Warren NP
thought VBD
of IN
all ABN
the AT
men NNS
out RP
that DT
night NN
who WPS
, ,
like CS
himself PPL
, ,
had HVD
left VBN
their PP$
protective JJ
ridge NN
and CC
-- --
fear NN
working VBG
at IN
their PP$
guts NNS
-- --
picked VBD
their PP$
way NN
into IN
the AT
area NN
beyond RB
. .
From IN
the AT
east NR
to IN
the AT
west NR
coast NN
of IN
the AT
Korean JJ
peninsula NN
was BEDZ
a AT
strip NN
of IN
land NN
in IN
which WDT
fear-filled JJ
men NNS
were BED
at IN
that DT
same AP
moment NN
furtively RB
crawling VBG
through IN
the AT
night NN
, ,
sitting VBG
in IN
sweaty JJ
anticipation NN
of IN
any DTI
movement NN
or CC
sound NN
, ,
or CC
shouting VBG
amidst IN
confused VBN
rifle NN
flashes NNS
and CC
muzzle NN
blasts NNS
. .
White's NP$
arm NN
went VBD
up RP
and CC
Warren NP
raised VBD
his PP$
own JJ
. .
The AT
patrol NN
was BEDZ
stopping VBG
. .
Prevot NP
came VBD
up RP
`` ``
. .
Take VB
that DT
spot NN
over IN
there RB
'' ''
, ,
he PPS
whispered VBD
, ,
pointing VBG
to IN
a AT
small JJ
clump NN
of IN
blackness NN
. .
`` ``
Give VB
me PPO
your PP$
machine NN
gun NN
ammo NN
'' ''
. .
Warren NP
handed VBD
him PPO
the AT
metal NN
box NN
and CC
Prevot NP
quietly RB
disappeared VBD
down IN
the AT
line NN
. .
Lying VBG
in IN
the AT
grass NN
behind IN
the AT
brush NN
clump NN
, ,
Warren NP
looked VBD
about RB
. .
The AT
others NNS
likewise RB
had HVD
hidden VBN
themselves PPLS
in IN
the AT
grass NN
and CC
the AT
brush NN
. .
Over IN
his PP$
shoulder NN
he PPS
could MD
see VB
Prevot NP
with IN
the AT
machine NN
gun NN
crew NN
. .
Even RB
at IN
this DT
short JJ
distance NN
they PPSS
were BED
only RB
vague JJ
shapes NNS
, ,
setting VBG
up RP
the AT
machine NN
gun NN
on IN
a AT
small JJ
knoll NN
so CS
that CS
it PPS
could MD
fire VB
above IN
the AT
heads NNS
of IN
the AT
rest NN
of IN
the AT
patrol NN
. .
Warren NP
eased VBD
his PP$
rifle's NN$
safety NN
off RP
and CC
gently RB
, ,
slowly RB
sneaked VBD
another DT
clip NN
of IN
ammunition NN
from IN
one CD
of IN
the AT
cloth NN
bandoleers NNS
that WPS
marked VBD
the AT
upper JJ
part NN
of IN
his PP$
body NN
with IN
an AT
Aj NN
. .
This DT
he PPS
placed VBD
within IN
quick JJ
reach NN
. .
The AT
walk NN
and CC
his PP$
fears NNS
had HVD
served VBN
to TO
overheat VB
him PPO
and CC
his PP$
sweaty JJ
armpits NNS
cooled VBD
at IN
the AT
touch NN
of IN
the AT
night NN
air NN
. .
Although CS
the AT
armored VBN
vest NN
fitted VBD
the AT
upper JJ
part NN
of IN
his PP$
body NN
snugly RB
, ,
he PPS
felt VBD
no AT
security NN
. .
Figures NNS
seemed VBD
to TO
crouch VB
in IN
the AT
surrounding VBG
dark NN
; .
; .
in IN
the AT
distance NN
he PPS
saw VBD
a AT
band NN
of IN
men NNS
who WPS
seemed VBD
to TO
advance VB
and CC
retreat VB
even RB
as CS
he PPS
watched VBD
. .
Certain JJ
this DT
menace NN
was BEDZ
only RB
imaginary JJ
, ,
he PPS
yet RB
stared VBD
in IN
fascinated VBN
horror NN
, ,
his PP$
hand NN
sticky JJ
against IN
the AT
stock NN
of IN
his PP$
weapon NN
. .
He PPS
was BEDZ
aware JJ
of IN
insistent JJ
inner JJ
beatings NNS
, ,
as CS
if CS
prisoners NNS
within IN
sought VBN
release NN
from IN
his PP$
rigid JJ
body NN
. .
Above RB
, ,
the AT
glowing VBG
ivory JJ
baton NN
of IN
their PP$
searchlight NN
pointed VBN
at IN
the AT
clouds NNS
, ,
diluting VBG
the AT
valley's NN$
dark NN
to IN
a AT
pallid JJ
light NN
. .
Then RB
the AT
figures NNS
which WDT
held VBD
his PP$
attention NN
became VBD
a AT
group NN
of IN
shattered VBN
trees NNS
, ,
standing VBG
like CS
the AT
grotesques NNS
of IN
a AT
medieval JJ
damnation NN
scene NN
. .
Even RB
so RB
, ,
he PPS
could MD
not *
ease VB
the AT
tension NN
of IN
his PP$
body NN
; .
; .
the AT
rough JJ
surface NN
of IN
the AT
earth NN
itself PPL
seemed VBD
to TO
resist VB
every AT
attempt NN
on IN
his PP$
part NN
to TO
relax VB
. .
Sensing VBG
the AT
unseen JJ
presence NN
of IN
the AT
other AP
men NNS
in IN
the AT
patrol NN
, ,
he PPS
felt VBD
mutely RB
united VBN
to IN
these DTS
nine CD
near-strangers NNS
sharing VBG
this DT
pinpoint NN
of IN
being BEG
with IN
him PPO
. .
He PPS
sensed VBD
something PN
precious JJ
in IN
the AT
perilous JJ
moment NN
, ,
something PN
akin JJ
to IN
the AT
knowledge NN
gained VBN
on IN
his PP$
bicycle NN
trip NN
through IN
the AT
French JJ
countryside NN
, ,
a AT
knowledge NN
imprisoned VBN
in IN
speechlessness NN
. .
-- --
In IN
France NP
he PPS
had HVD
puzzled VBN
the AT
meaning NN
of IN
the AT
great JJ
stone NN
monuments NNS
men NNS
had HVD
thrown VBN
up RP
to IN
the AT
sky NN
, ,
and CC
always RB
as CS
he PPS
wandered VBD
, ,
he PPS
felt VBD
a AT
stranger NN
to IN
their PP$
exultation NN
. .
They PPSS
were BED
poems NNS
in IN
a AT
strange JJ
language NN
, ,
of IN
which WDT
he PPS
could MD
barely RB
touch VB
a AT
meaning NN
-- --
enough AP
to TO
make VB
his PP$
being BEG
ache NN
with IN
the AT
desire NN
for IN
the AT
fullness NN
he PPS
sensed VBD
there RB
. .
Brittany NP
, ,
that DT
stone-gray JJ
mystery NN
through IN
which WDT
he PPS
traveled VBD
for IN
thirty CD
days NNS
, ,
sleeping VBG
in IN
the AT
barns NNS
of IN
farmers NNS
or CC
alongside IN
roads NNS
, ,
had HVD
worked VBN
some DTI
subtle JJ
change NN
in IN
him PPO
, ,
he PPS
knew VBD
, ,
and CC
it PPS
was BEDZ
in IN
Brittany NP
that CS
he PPS
had HVD
met VBN
Pierre NP
. .
Pierre NP
had HVD
no AT
hands NNS
; .
; .
they PPSS
had HVD
been BEN
severed VBN
at IN
the AT
wrists NNS
. .
With IN
leather NN
cups NNS
fitted VBN
in IN
his PP$
handlebars NNS
, ,
he PPS
steered VBD
his PP$
bicycle NN
. .
He PPS
and CC
Warren NP
had HVD
traveled VBN
together RB
for IN
four CD
days NNS
. .
They PPSS
visited VBD
the AT
shipyards NNS
at IN
Brest NP
and CC
Pierre NP
had HVD
to TO
sign VB
the AT
register NN
, ,
vouching VBG
for IN
the AT
integrity NN
of IN
the AT
visiting VBG
foreigner NN
. .
He PPS
took VBD
the AT
pen NN
in IN
his PP$
stumps NNS
and CC
began VBD
to TO
write VB
. .
`` ``
Wait VB
! .
! .
Wait VB
'' ''
! .
! .
Cried VBD
the AT
guard NN
who WPS
ran VBD
from IN
the AT
hut NN
to TO
shout VB
to IN
other AP
men NNS
standing VBG
about RB
outside RB
. .
They PPSS
crowded VBD
the AT
small JJ
room NN
and CC
peered VBD
over IN
one CD
another's DT$
shoulders NNS
to TO
watch VB
the AT
handless JJ
man NN
write VB
his PP$
name NN
in IN
the AT
book NN
. .
`` ``
C'est FW-DT+BEZ
formidable FW-JJ
'' ''
, ,
they PPSS
exclaimed VBD
. .
`` ``
Mais FW-CC
, ,
oui FW-RB
. .
C'est FW-DT+BEZ
merveilleux FW-JJ
'' ''
. .
And CC
then RB
the AT
questions NNS
came VBD
, ,
eager JJ
, ,
interested JJ
questions NNS
, ,
and CC
many AP
compliments NNS
on IN
his PP$
having HVG
overcome VBN
his PP$
infirmity NN
. .
`` ``
Doesn't DOZ*
it PPS
ever RB
bother VB
you PPO
'' ''
, ,
Warren NP
had HVD
asked VBN
, ,
`` ``
to TO
have HV
people NNS
always RB
asking VBG
you PPO
about IN
your PP$
hands NNS
'' ''
? .
? .
`` ``
Oh UH
, ,
the AT
French NPS
are BER
a AT
very QL
curious JJ
people NNS
'' ''
, ,
Pierre NP
had HVD
laughed VBN
. .
`` ``
They PPSS
are BER
also RB
honest JJ
seekers NNS
after IN
truth NN
. .
Now RB
the AT
English NPS
are BER
painfully RB
silent JJ
about IN
my PP$
missing VBG
hands NNS
. .
They PPSS
refuse VB
to TO
mention VB
or CC
to TO
notice VB
that CS
they PPSS
are BER
not *
there RB
. .
The AT
Americans NPS
, ,
like CS
yourself PPL
, ,
take VB
the AT
fact NN
for IN
granted VBN
, ,
try VB
to TO
be BE
helpful JJ
, ,
but CC
don't DO*
ask VB
questions NNS
. .
I'm PPSS+BEM
used VBN
to IN
all ABN
three CD
, ,
but CC
I PPSS
think VB
the AT
French NPS
have HV
the AT
healthiest JJT
attitude NN
'' ''
. .
That DT
was BEDZ
the AT
day NN
that CS
Pierre NP
had HVD
told VBN
Warren NP
about IN
the AT
Abbey NN-TL
of IN-TL
Solesmes NP-TL
. .
`` ``
You PPSS
are BER
looking VBG
tired JJ
and CC
there RB
you PPSS
can MD
rest VB
. .
It PPS
will MD
be BE
good JJ
for IN
you PPO
. .
I PPSS
think VB
, ,
too RB
'' ''
, ,
he PPS
said VBD
, ,
his PP$
dark JJ
eyes NNS
mischievous JJ
, ,
`` ``
that CS
you PPSS
will MD
find VB
there RB
some DTI
clue NN
to IN
the AT
secret NN
of IN
the AT
cathedrals NNS
about IN
which WDT
you PPSS
have HV
spoken VBN
'' ''
. .
Within IN
two CD
weeks NNS
Warren NP
was BEDZ
ringing VBG
the AT
bell NN
at IN
the AT
abbey NN
gate NN
. .
The AT
monk NN
who WPS
opened VBD
the AT
door NN
immediately RB
calmed VBD
his PP$
worries NNS
about IN
his PP$
reception NN
: :
`` ``
I PPSS
speak VB
English NP
'' ''
, ,
the AT
old JJ
man NN
said VBD
, ,
`` ``
but CC
I PPSS
do DO
not *
hear VB
it PPO
very QL
well RB
'' ''
. .
He PPS
smiled VBD
and CC
stuck VBD
a AT
large JJ
finger NN
with IN
white JJ
hairs NNS
sprouting VBG
on IN
it PPO
into IN
his PP$
ear NN
as CS
though CS
that DT
might MD
help VB
. .
Smiling VBG
at IN
Warren's NP$
protestations NNS
, ,
the AT
old JJ
monk NN
took VBD
his PP$
grip NN
from IN
him PPO
and CC
led VBD
him PPO
down IN
a AT
corridor NN
to IN
a AT
small JJ
parlor NN
. .
`` ``
Will MD
you PPSS
please VB
wait VB
in IN
here RB
. .
Mickie NP
sat VBD
over IN
his PP$
second OD
whisky-on-the-rocks NN
in IN
a AT
little JJ
bar NN
next RB
to IN
the AT
funeral NN
parlor NN
on IN
Pennsylvania NP-TL
Avenue NN-TL
. .
Al's NP$
Little JJ-TL
Cafe NN-TL
was BEDZ
small JJ
, ,
dark JJ
, ,
narrow JJ
, ,
and CC
filled VBN
with IN
the AT
mingled VBN
scent NN
of IN
beer NN
, ,
tobacco NN
smoke NN
, ,
and CC
Italian JJ
cooking NN
. .
Hanging VBG
over IN
the AT
bar NN
was BEDZ
an AT
oil NN
painting NN
of IN
a AT
nude JJ
Al NP
had HVD
accepted VBN
from IN
a AT
student NN
at IN
the AT
Corcoran NP-TL
Gallery NN-TL
who WPS
needed VBD
to TO
eat VB
and CC
drink VB
and CC
was BEDZ
broke JJ
. .
The AT
nude JJ
was BEDZ
small JJ
and CC
black-haired JJ
and CC
elfin JJ
, ,
and CC
was BEDZ
called VBN
`` ``
Eloise NP
'' ''
. .
This DT
was BEDZ
one CD
place NN
where WRB
Moonan NP
could MD
go VB
for IN
a AT
drink NN
in IN
a AT
back JJ
booth NN
without IN
anyone PN
noticing VBG
him PPO
, ,
or CC
at IN
least AP
coming VBG
up RP
and CC
hanging VBG
around RB
and CC
wanting VBG
to TO
know VB
all ABN
the AT
low-down NN
. .
The AT
other AP
patrons NNS
were BED
taxi NN
drivers NNS
and CC
art NN
students NNS
and CC
small JJ
shopkeepers NNS
. .
The AT
reporters NNS
had HVD
not *
yet RB
discovered VBN
that CS
this DT
was BEDZ
his PP$
hideaway NN
. .
His PP$
friend NN
Jane NP
was BEDZ
with IN
him PPO
. .
She PPS
was BEDZ
wise JJ
enough QLP
to TO
realize VB
a AT
man NN
could MD
be BE
good JJ
company NN
even RB
if CS
he PPS
did DOD
weigh VB
too QL
much AP
and CC
didn't DOD*
own VB
the AT
mint NN
. .
She PPS
was BEDZ
the AT
widow NN
of IN
a AT
writer NN
who WPS
had HVD
died VBN
in IN
an AT
airplane NN
crash NN
, ,
and CC
Mickie NP
had HVD
found VBN
her PPO
a AT
job NN
as CS
head NN
of IN
the AT
historical JJ
section NN
of IN
the AT
Treasury NN-TL
. .
This DT
meant VBD
sorting VBG
out RP
press NN
clippings NNS
and CC
the AT
like JJ
. .
Jane NP
sat VBD
receptive JJ
and CC
interested JJ
. .
Mickie NP
had HVD
a AT
pleasant JJ
glow NN
as CS
he PPS
said VBD
, ,
`` ``
You PPSS
see VB
, ,
both ABX
of IN
them PPO
, ,
I PPSS
mean VB
the AT
President NN-TL
and CC
Jeff NP
Lawrence NP
, ,
are BER
romantics NNS
. .
A AT
romantic NN
is BEZ
one PN
who WPS
thinks VBZ
the AT
world NN
is BEZ
divinely RB
inspired VBN
and CC
all ABN
he PPS
has HVZ
to TO
do DO
is BEZ
find VB
the AT
right JJ
key NN
, ,
and CC
then RB
divine JJ
justice NN
and CC
altruism NN
will MD
appear VB
. .
It's PPS+BEZ
like CS
focusing VBG
a AT
camera NN
; .
; .
the AT
distant JJ
ship NN
isn't BEZ*
there RB
until CS
you PPSS
get VB
the AT
focus NN
. .
You PPSS
know VB
what WDT
I'm PPSS+BEM
talking VBG
about IN
. .
I'm PPSS+BEM
sure JJ
all ABN
girls NNS
feel VB
this DT
way NN
about IN
men NNS
until CS
they PPSS
live VB
with IN
them PPO
. .
`` ``
But CC
when WRB
it PPS
comes VBZ
to IN
war NN
, ,
the AT
Colonel NN-TL
knows VBZ
what WDT
it PPS
is BEZ
and CC
Jeff NP
doesn't DOZ*
. .
Mr. NP
Christiansen NP
knows VBZ
that CS
a AT
soldier NN
will MD
get VB
the AT
Distinguished JJ-TL
Service NN-TL
Medal NN-TL
for IN
conduct NN
that WPS
would MD
land VB
him PPO
in IN
prison NN
for IN
life NN
or CC
the AT
electric JJ
chair NN
as CS
a AT
civilian NN
. .
He PPS
had HVD
a AT
mean JJ
, ,
unbroken JJ
sheer JJ
bastard NN
in IN
his PP$
outfit NN
, ,
and CC
someone PN
invented VBD
the AT
name NN
Trig NP
for IN
him PPO
. .
That's DT+BEZ
to TO
say VB
, ,
he PPS
was BEDZ
trigger NN
happy JJ
. .
He'd PPS+MD
shoot VB
at IN
anything PN
if CS
it PPS
was BEDZ
the AT
rear JJ
end NN
of IN
a AT
horse NN
or CC
his PP$
own JJ
sentry NN
. .
He PPS
was BEDZ
a AT
wiry JJ
, ,
inscrutable JJ
, ,
silent JJ
country NN
boy NN
from IN
the AT
red JJ
clay NN
of IN
rural JJ
Alabama NP
, ,
and CC
he PPS
spoke VBD
with IN
the AT
broad JJ
drawl NN
that WPO
others NNS
normally RB
make VB
fun NN
of IN
. .
But CC
not *
in IN
front NN
of IN
Trig NP
. .
I PPSS
heard VBD
of IN
some DTI
that WPS
tried VBD
it PPO
back RB
in IN
the AT
States NNS-TL
, ,
and CC
he'd PPS+MD
knock VB
them PPO
clear RB
across IN
the AT
room NN
. .
There'd EX+HVD
been BEN
a AT
pretty QL
bad JJ
incident NN
back RB
at IN
the AT
Marine NN-TL
base NN
. .
A AT
New JJ-TL
York NP-TL
kid NN
, ,
a AT
refugee NN
from IN
one CD
of IN
the AT
Harlem NP
gangs NNS
, ,
made VBD
fun NN
of IN
Trig's NP$
accent NN
, ,
and CC
drew VBD
a AT
knife NN
. .
Before CS
the AT
fight NN
was BEDZ
over JJ
, ,
the AT
Harlem NP
boy NN
had HVD
a AT
concussion NN
and CC
Trig NP
was BEDZ
cut VBN
up RP
badly RB
. .
They PPSS
caught VBD
Trig NP
stealing VBG
liquor NN
from IN
the AT
officers' NNS$
mess NN
, ,
and CC
he PPS
got VBD
a AT
couple NN
of IN
girls NNS
in IN
trouble NN
. .
The AT
fear NN
of IN
punishment NN
just RB
didn't DOD*
bother VB
him PPO
. .
It PPS
wasn't BEDZ*
there RB
. .
It PPS
was BEDZ
left VBN
out RP
of IN
him PPO
at IN
birth NN
. .
This DT
is BEZ
why WRB
he PPS
made VBD
such ABL
a AT
magnificent JJ
soldier NN
. .
He PPS
wasn't BEDZ*
troubled VBN
with IN
the AT
ordinary JJ
, ,
rank-and-file NN
fear NN
that WPS
overcomes VBZ
and CC
paralyzes VBZ
and CC
sends VBZ
individual AP
soldiers NNS
and CC
whole JJ
companies NNS
under IN
fire NN
running VBG
in IN
panic NN
. .
It PPS
just RB
didn't DOD*
occur VB
to IN
Trig NP
that CS
anything PN
serious JJ
would MD
happen VB
to IN
him PPO
. .
Do DO
you PPO
get VB
the AT
picture NN
of IN
the AT
kind NN
of IN
fellow NN
he PPS
was BEDZ
'' ''
? .
? .
Jane NP
nodded VBD
with IN
a AT
pleasant JJ
smile NN
. .
`` ``
All ABN
right JJ
. .
There EX
was BEDZ
a AT
sniper's NN$
nest NN
in IN
a AT
mountain NN
cave NN
, ,
and CC
it PPS
was BEDZ
picking VBG
off RP
our PP$
men NNS
with IN
devilish JJ
accuracy NN
. .
The AT
Colonel NN-TL
ordered VBD
that CS
it PPS
be BE
wiped VBN
out RP
, ,
and CC
I PPSS
suggested VBD
, ,
' '
You PPSS
ask VB
for IN
volunteers NNS
, ,
and CC
promise VB
each DT
man NN
on IN
the AT
patrol NN
a AT
quart NN
of IN
whisky NN
, ,
ten CD
dollars NNS
and CC
a AT
week-end NN
pass NN
to IN
Davao NP
. .
Trig NP
was BEDZ
one CD
of IN
the AT
five CD
volunteers NNS
. .
The AT
patrol NN
snaked VBD
around RB
in IN
back NN
of IN
the AT
cave NN
, ,
approached VBD
it PPO
from IN
above RB
and CC
dropped VBD
in RP
suddenly RB
with IN
wild JJ
howls NNS
